St,Re,Fr,R_moment_1,R_moment_2,R_moment_3,R_moment_4,mean,mu2_central,mu3_central,mu4_central,sd,skewness,kurtosis,log_St,log_Re,St_2,Re_2,Fr_2,St_sqrt,Re_sqrt,logistic_Fr
0.1,224,0.052,0.002157,0.13035,14.374,1586.5,0.002157,0.130345347351,14.373156525221528,1586.3759847667718,0.361033720517904,305.42800434918433,93371.65555034838,-2.3025850929940455,5.4116460518550396,0.010000000000000002,50176,0.002704,0.31622776601683794,14.966629547095765,0.5129970714585418
3,224,0.052,0.0037903,0.47042,69.94,10404,0.0037903,0.47040563362591,69.93465101012774,10402.939666220758,0.6858612349636841,216.76224513656842,47012.251542945574,1.0986122886681098,5.4116460518550396,9,50176,0.002704,1.7320508075688772,14.966629547095765,0.5129970714585418
0.7,224,Inf,0.0029054,0.043499,0.822,15.551,0.0029054,0.043490558650840005,0.8216209030671916,15.541449247727714,0.20854390101568543,90.58973728585526,8216.777780424005,-0.35667494393873245,5.4116460518550396,0.48999999999999994,50176,Inf,0.8366600265340756,14.966629547095765,1
0.05,90,Inf,0.063528,0.090653,0.46746,3.2696,0.063528,0.086617193216,0.4506957621147479,3.1529590892251464,0.29430799040461,17.679798648427223,420.2523228439644,-2.995732273553991,4.499809670330265,0.0025000000000000005,8100,Inf,0.22360679774997896,9.486832980505138,1
0.7,398,Inf,3.6945e-4,0.0062242,0.12649,2.5714,3.6945e-4,0.0062240635066975,0.1264831015087849,2.571213078175314,0.07889273418190994,257.5855423689903,66372.78451466895,-0.35667494393873245,5.986452005284438,0.48999999999999994,158404,Inf,0.8366600265340756,19.949937343260004,1
2,90,0.3,0.1478,2.0068,36.249,671.67,0.1478,1.9849551600000002,35.365642214704,650.5011889583681,1.408884367150122,12.64606757540105,165.09985567935914,0.6931471805599453,4.499809670330265,4,8100,0.09,1.4142135623730951,9.486832980505138,0.574442516811659
0.2,90,Inf,0.081273,0.3245,3.0363,32.976,0.081273,0.317894699471,2.958254399679787,32.001652790544725,0.563821513841925,16.50481227980977,316.6692078634171,-1.6094379124341003,4.499809670330265,0.04000000000000001,8100,Inf,0.44721359549995793,9.486832980505138,1
3,224,Inf,0.0057473,0.11966,2.748,63.159,0.0057473,0.11962696854271,2.7459372139293894,63.09584939039184,0.34587131789541325,66.36620078902837,4409.025354192812,1.0986122886681098,5.4116460518550396,9,50176,Inf,1.7320508075688772,14.966629547095765,1
0.9,224,Inf,0.0030215,0.045244,0.8453,15.809,0.0030215,0.04523487053775,0.8448899409313404,15.798786182270298,0.2126849090503367,87.81932849503272,7721.061612814085,-0.10536051565782628,5.4116460518550396,0.81,50176,Inf,0.9486832980505138,14.966629547095765,1
0.6,398,0.052,3.1431e-4,0.0044672,0.08206,1.5077,3.1431e-4,0.004467101209223901,0.08205578780520585,1.5075968335334797,0.06683637639208084,274.8340458066925,75549.85448541076,-0.5108256237659907,5.986452005284438,0.36,158404,0.002704,0.7745966692414834,19.949937343260004,0.5129970714585418
0.9,90,Inf,0.091027,0.59539,7.2454,95.166,0.091027,0.587104085271,7.084318787330074,92.5572860322743,0.7662271760196189,15.748001309919255,268.5223300398147,-0.10536051565782628,4.499809670330265,0.81,8100,Inf,0.9486832980505138,9.486832980505138,1
0.3,398,Inf,3.6022e-4,0.006283,0.13546,2.9211,3.6022e-4,0.0062828702415516,0.13545321030670318,2.9209048232867834,0.0792645585463743,271.98951763247686,73994.80414267656,-1.2039728043259361,5.986452005284438,0.09,158404,Inf,0.5477225575051661,19.949937343260004,1
2,224,Inf,0.0044725,0.080804,1.6668,34.408,0.0044725,0.08078399674375,1.6657159912591273,34.37819064485832,0.28422525704755724,72.54591309856738,5267.837189302567,0.6931471805599453,5.4116460518550396,4,50176,Inf,1.4142135623730951,14.966629547095765,1
1,224,0.052,0.0031238,0.36478,53.322,7795.8,0.0031238,0.36477024187356,53.31858156167287,7795.1337523027305,0.6039621195684047,242.01901306834537,58584.775374662175,0,5.4116460518550396,1,50176,0.002704,1,14.966629547095765,0.5129970714585418
0.5,90,0.052,0.1267,685.96,5430000,42900000000,0.1267,685.9439471100001,5429739.270671803,42897248142.06907,26.190531630915782,302.2358891409158,91170.04659708402,-0.6931471805599453,4.499809670330265,0.25,8100,0.002704,0.7071067811865476,9.486832980505138,0.5129970714585418
0.6,224,0.3,0.002574,0.036621,0.67102,12.309,0.002574,0.036614374524,0.6707372467459504,12.302092633737647,0.1913488294293958,95.7359374969578,9176.47221064027,-0.5108256237659907,5.4116460518550396,0.36,50176,0.09,0.7745966692414834,14.966629547095765,0.574442516811659
0.1,90,Inf,0.077227,0.2212,1.8833,20.19,0.077227,0.215235990471,1.8329733279277922,19.616042288817905,0.46393533005258397,18.356243314777014,423.4299787585385,-2.3025850929940455,4.499809670330265,0.010000000000000002,8100,Inf,0.31622776601683794,9.486832980505138,1
1,90,0.3,0.11236,1.1261,17.335,282.61,0.11236,1.1134752304000002,16.958251250224514,274.903779963857,1.055213357762306,14.433120074898838,221.72751544646812,0,4.499809670330265,1,8100,0.09,1,9.486832980505138,0.574442516811659
0.7,224,0.052,0.0028561,0.31273,44.529,6342.3,0.0028561,0.31272184269279,44.52632048213717,6341.791298198409,0.5592153813091965,254.61236043663004,64847.83968925397,-0.35667494393873245,5.4116460518550396,0.48999999999999994,50176,0.002704,0.8366600265340756,14.966629547095765,0.5129970714585418
0.2,90,0.052,0.1176,517.74,3810000,28000000000,0.1176,517.72617024,3809817.3445807598,27998207818.960747,22.753596863792765,323.41039661921155,104455.18339837927,-1.6094379124341003,4.499809670330265,0.04000000000000001,8100,0.002704,0.44721359549995793,9.486832980505138,0.5129970714585418
0.1,90,0.3,0.061252,0.069867,0.24338,1.1379,0.061252,0.066115192496,0.23100113097447003,1.0798004899906506,0.2571287469265154,13.58820862346067,247.0250448076981,-2.3025850929940455,4.499809670330265,0.010000000000000002,8100,0.09,0.31622776601683794,9.486832980505138,0.574442516811659
0.5,398,Inf,3.68e-4,0.0063559,0.13341,2.8013,3.68e-4,0.006355764576,0.13340298318607208,2.801103625644393,0.07972304921413882,263.27755632280764,69341.55417525944,-0.6931471805599453,5.986452005284438,0.25,158404,Inf,0.7071067811865476,19.949937343260004,1
0.2,224,Inf,0.0026916,0.039016,0.76384,14.978,0.0026916,0.03900875528944,0.7635249926029258,14.969777888824305,0.19750634240307322,99.10147493894607,9837.645550855104,-1.6094379124341003,5.4116460518550396,0.04000000000000001,50176,Inf,0.44721359549995793,14.966629547095765,1
1.5,398,0.052,3.8321e-4,0.0059338,0.11156,2.1004,3.8321e-4,0.005933653150095901,0.1115531784380547,2.100229001597803,0.07703020933436375,244.0611845078909,59651.63323008134,0.4054651081081644,5.986452005284438,2.25,158404,0.002704,1.224744871391589,19.949937343260004,0.5129970714585418
0.9,398,Inf,3.8344e-4,0.0064432,0.12925,2.5935,3.8344e-4,0.0064430529737663994,0.12924258837092747,2.593301767203852,0.08026863007281487,249.90105757578687,62469.73330551382,-0.10536051565782628,5.986452005284438,0.81,158404,Inf,0.9486832980505138,19.949937343260004,1
0.5,224,0.052,0.0027424,0.30355,43.911,6353,0.0027424,0.30354247924224,43.908502674689856,6352.518327591786,0.5509468933048266,262.55446722687554,68945.6662503398,-0.6931471805599453,5.4116460518550396,0.25,50176,0.002704,0.7071067811865476,14.966629547095765,0.5129970714585418
0.1,398,0.052,2.7479e-4,0.0032549,0.058006,1.0344,2.7479e-4,0.0032548244904558998,0.058003316799585536,1.034336243599679,0.05705106914384602,312.3643526019178,97635.23874713734,-2.3025850929940455,5.986452005284438,0.010000000000000002,158404,0.002704,0.31622776601683794,19.949937343260004,0.5129970714585418
0.4,224,0.052,0.0026809,0.28897,41.585,5986.1,0.0026809,0.28896281277519,41.582675939517465,5985.654071555199,0.5375526139599639,267.70069555075594,71684.90299694154,-0.916290731874155,5.4116460518550396,0.16000000000000003,50176,0.002704,0.6324555320336759,14.966629547095765,0.5129970714585418
0.3,90,0.052,0.12261,627.27,4910000,38500000000,0.12261,627.2549667879,4909769.274962344,38497591996.17862,25.04505872997506,312.5323089490819,97846.51178468633,-1.2039728043259361,4.499809670330265,0.09,8100,0.002704,0.5477225575051661,9.486832980505138,0.5129970714585418
0.05,224,0.052,0.0017374,0.0016633,0.020228,0.36438,0.0017374,0.0016602814412399998,0.02021934103662798,0.3642394535884776,0.0407465512803231,298.8783297017589,132136.73122130506,-2.995732273553991,5.4116460518550396,0.0025000000000000005,50176,0.002704,0.22360679774997896,14.966629547095765,0.5129970714585418
1.5,224,0.052,0.0034163,0.403,58.417,8471,0.0034163,0.40298832889431,58.412869773044,8470.201748231924,0.6348136174455539,228.33360866009392,52156.545346115556,0.4054651081081644,5.4116460518550396,2.25,50176,0.002704,1.224744871391589,14.966629547095765,0.5129970714585418
0.8,90,Inf,0.091074,0.61825,7.4973,97.048,0.091074,0.609955526524,7.329891320254706,94.34732555368849,0.7809964958461721,15.386869822287784,253.59065918567617,-0.2231435513142097,4.499809670330265,0.6400000000000001,8100,Inf,0.8944271909999159,9.486832980505138,1
1.5,90,0.052,0.15181,996.9,8550000,73300000000,0.15181,996.8769537239,8549545.988830311,73294808235.8474,31.573358290240524,271.6318671675292,73754.76798174263,0.4054651081081644,4.499809670330265,2.25,8100,0.002704,1.224744871391589,9.486832980505138,0.5129970714585418
0.05,398,Inf,2.2202e-4,0.0010055,0.010857,0.11782,2.2202e-4,0.0010054507071196,0.01085633029855801,0.11781035841281665,0.0317088427275358,340.51940998785796,116536.48360784804,-2.995732273553991,5.986452005284438,0.0025000000000000005,158404,Inf,0.22360679774997896,19.949937343260004,1
0.8,224,Inf,0.0029809,0.04458,0.83764,15.759,0.0029809,0.04457111423519,0.8372413874091527,15.7490146922235,0.21111872071228074,88.97550302020001,7927.685371020382,-0.2231435513142097,5.4116460518550396,0.6400000000000001,50176,Inf,0.8944271909999159,14.966629547095765,1
0.9,224,0.3,0.0028049,0.041143,0.75132,13.729,0.0028049,0.04113513253599,0.7509738381327996,13.720572432088739,0.20281797882828337,90.0130455803836,8108.610304761767,-0.10536051565782628,5.4116460518550396,0.81,50176,0.09,0.9486832980505138,14.966629547095765,0.574442516811659
0.4,224,Inf,0.0029263,0.046261,0.92914,18.681,0.0029263,0.04625243676831,0.9287339294242698,18.670126607113982,0.21506379697268901,93.36613579928985,8727.262256737997,-0.916290731874155,5.4116460518550396,0.16000000000000003,50176,Inf,0.6324555320336759,14.966629547095765,1
0.8,398,0.052,3.3341e-4,0.0049036,0.091143,1.6948,3.3341e-4,0.0049034888377719,0.0911380953462972,1.6946784513200137,0.07002491583552171,265.4252051463771,70481.79000461013,-0.2231435513142097,5.986452005284438,0.6400000000000001,158404,0.002704,0.8944271909999159,19.949937343260004,0.5129970714585418
1.5,224,0.3,0.0034105,0.054101,1.0222,19.34,0.0034105,0.05408936848975,1.0216465449570313,19.32605892285214,0.23257121165301178,81.21435587694246,6605.709601319307,0.4054651081081644,5.4116460518550396,2.25,50176,0.09,1.224744871391589,14.966629547095765,0.574442516811659
0.2,224,0.052,0.0025787,0.2683,39.08,5695.9,0.0025787,0.26829335030630996,39.07792443866513,5695.496908320544,0.5179704145086956,281.2008477789432,79124.65017904219,-1.6094379124341003,5.4116460518550396,0.04000000000000001,50176,0.002704,0.44721359549995793,14.966629547095765,0.5129970714585418
0.3,224,Inf,0.0028377,0.043589,0.86962,17.373,0.0028377,0.04358094745871,0.8692489681854928,17.363131223122803,0.20876050263090956,95.54306788294774,9141.863073256001,-1.2039728043259361,5.4116460518550396,0.09,50176,Inf,0.5477225575051661,14.966629547095765,1
0.3,224,0.3,0.0025063,0.035881,0.68596,13.132,0.0025063,0.035874718460310005,0.6856902458359458,13.12512446601718,0.1894062260336497,100.91255897943874,10198.268164030284,-1.2039728043259361,5.4116460518550396,0.09,50176,0.09,0.5477225575051661,14.966629547095765,0.574442516811659
2,224,0.3,0.0038123,0.061927,1.1844,22.705,0.0038123,0.061912466368710006,1.183691857906825,22.686944247031427,0.24882215811440508,76.83719508037919,5918.6109544605415,0.6931471805599453,5.4116460518550396,4,50176,0.09,1.4142135623730951,14.966629547095765,0.574442516811659
1,90,Inf,0.096918,0.67696,8.2384,106.02,0.096918,0.667566901276,8.043391892844266,102.86409081696227,0.8170476738085728,14.746774370051192,230.82040589484797,0,4.499809670330265,1,8100,Inf,1,9.486832980505138,1
0.8,224,0.052,0.0029575,0.33361,48.161,6953.9,0.0029575,0.33360125319375,48.15804009701236,6953.330272877903,0.5775822479904918,249.9351245548793,62479.49510665907,-0.2231435513142097,5.4116460518550396,0.6400000000000001,50176,0.002704,0.8944271909999159,14.966629547095765,0.5129970714585418
1,224,0.3,0.0028953,0.0423,0.76755,13.941,0.0028953,0.042291617237909994,0.7671826349712221,13.932112977274207,0.20564925781025808,88.20989897215681,7789.478835478301,0,5.4116460518550396,1,50176,0.09,1,14.966629547095765,0.574442516811659
0.7,90,0.3,0.094711,0.69751,9.1793,131.87,0.094711,0.6885398264789999,8.982813539378695,128.42977659315682,0.829782999632434,15.722398013866629,270.8991208258566,-0.35667494393873245,4.499809670330265,0.48999999999999994,8100,0.09,0.8366600265340756,9.486832980505138,0.574442516811659
0.3,224,0.052,0.0025675,0.26547,37.665,5345.1,0.0025675,0.26546340794375,37.662955251175205,5344.713190949829,0.5152314120312833,275.3641486189645,75842.92503421726,-1.2039728043259361,5.4116460518550396,0.09,50176,0.002704,0.5477225575051661,14.966629547095765,0.5129970714585418
0.4,224,0.3,0.0026207,0.039502,0.76851,14.966,0.0026207,0.039495131931510004,0.7681994673240942,14.957945491045137,0.19873382181075772,97.87204173133468,9589.253692776121,-0.916290731874155,5.4116460518550396,0.16000000000000003,50176,0.09,0.6324555320336759,14.966629547095765,0.574442516811659
0.1,224,0.3,0.0022153,0.024475,0.42167,7.2842,0.0022153,0.02447009244591,0.42150736334090916,7.280464218398066,0.15642919307440667,110.11633557741872,12158.719839867152,-2.3025850929940455,5.4116460518550396,0.010000000000000002,50176,0.09,0.31622776601683794,14.966629547095765,0.574442516811659
3,90,Inf,0.17234,2.2386,40.454,761.98,0.17234,2.2088989244,39.30683639473781,734.4889170653536,1.4862364967931585,11.973037025300705,150.53363869994968,1.0986122886681098,4.499809670330265,9,8100,Inf,1.7320508075688772,9.486832980505138,1
1,224,Inf,0.0030968,0.046454,0.86381,16.077,0.0030968,0.04644440982976,0.8633784831560783,16.066302485502696,0.21550965136104694,86.25833046915646,7448.160762863613,0,5.4116460518550396,1,50176,Inf,1,14.966629547095765,1
2,398,Inf,5.3647e-4,0.010022,0.21023,4.4109,5.3647e-4,0.0100217121999391,0.2102138708017722,4.410448888953344,0.10010850213612778,209.5310933727783,43913.58974413915,0.6931471805599453,5.986452005284438,4,158404,Inf,1.4142135623730951,19.949937343260004,1
0.8,90,0.052,0.13793,825.24,6800000,56100000000,0.13793,825.2209753151,6799658.529188549,56096248398.1985,28.726659661629647,286.834717766906,82374.59663441856,-0.2231435513142097,4.499809670330265,0.6400000000000001,8100,0.002704,0.8944271909999159,9.486832980505138,0.5129970714585418
0.4,398,0.052,2.9691e-4,0.0041375,0.076124,1.4014,2.9691e-4,0.0041374118444519,0.07612031465697353,1.401309594281078,0.06432271639515778,286.0272724836428,81860.91387295982,-0.916290731874155,5.986452005284438,0.16000000000000003,158404,0.002704,0.6324555320336759,19.949937343260004,0.5129970714585418
0.5,398,0.052,3.0716e-4,0.0043494,0.080143,1.477,3.0716e-4,0.0043493056527344,0.08013899217284742,1.4769015355665773,0.06594926574825834,279.3920102569123,78074.94436280428,-0.6931471805599453,5.986452005284438,0.25,158404,0.002704,0.7071067811865476,19.949937343260004,0.5129970714585418
0.7,90,Inf,0.092176,0.56482,6.7191,88.723,0.092176,0.556323585024,6.564477786133656,86.27421805703813,0.7458710243896058,15.820090917152378,278.75719628199613,-0.35667494393873245,4.499809670330265,0.48999999999999994,8100,Inf,0.8366600265340756,9.486832980505138,1
2,90,0.052,0.15433,1026.9,8870000,76700000000,0.15433,1026.8761822511,8869524.562920587,76694524518.34898,32.044908835119195,269.53999724658195,72732.446760848,0.6931471805599453,4.499809670330265,4,8100,0.002704,1.4142135623730951,9.486832980505138,0.5129970714585418
0.9,90,0.3,0.10962,1.0319,15.797,261.36,0.10962,1.0198834556,15.460283873194257,254.5072974809802,1.0098927941123257,15.010378508964273,244.68037971818433,-0.10536051565782628,4.499809670330265,0.81,8100,0.09,0.9486832980505138,9.486832980505138,0.574442516811659
0.3,90,Inf,0.076945,0.32652,3.4052,41.042,0.076945,0.32059946697499997,3.330738866627217,40.00544142052604,0.566215035984563,18.34832359930204,389.21850022526365,-1.2039728043259361,4.499809670330265,0.09,8100,Inf,0.5477225575051661,9.486832980505138,1
0.5,224,0.3,0.0025071,0.035152,0.64378,11.801,0.0025071,0.035145714449590006,0.6435156427794069,11.794545242227484,0.18747190309374365,97.66760634310997,9548.528490645027,-0.6931471805599453,5.4116460518550396,0.25,50176,0.09,0.7071067811865476,14.966629547095765,0.574442516811659
0.5,90,0.3,0.084773,0.49728,6.0317,83.287,0.084773,0.490093538471,5.906450683486396,81.26298594944693,0.7000668100053022,17.21504320856454,338.3255704367268,-0.6931471805599453,4.499809670330265,0.25,8100,0.09,0.7071067811865476,9.486832980505138,0.574442516811659
0.8,398,Inf,3.7399e-4,0.0062457,0.12542,2.5193,3.7399e-4,0.0062455601314799,0.12541299261658986,2.519112381938202,0.07902885632147222,254.08875196863193,64580.99835288136,-0.2231435513142097,5.986452005284438,0.6400000000000001,158404,Inf,0.8944271909999159,19.949937343260004,1
0.2,398,Inf,3.3521e-4,0.0054505,0.11408,2.3884,3.3521e-4,0.0054503876342559,0.11407451888901725,2.388247040647459,0.0738267406449445,283.4964075347563,80394.15355991462,-1.6094379124341003,5.986452005284438,0.04000000000000001,158404,Inf,0.44721359549995793,19.949937343260004,1
0.7,90,0.052,0.13173,736.94,5870000,46700000000,0.13173,736.9226472071,5869708.773253167,46696907056.3269,27.14631922023868,293.41593691121926,85989.27933829902,-0.35667494393873245,4.499809670330265,0.48999999999999994,8100,0.002704,0.8366600265340756,9.486832980505138,0.5129970714585418
2,398,0.052,3.9644e-4,0.006104,0.11209,2.0593,3.9644e-4,0.0061038428353264,0.11208274051533272,2.059122257917525,0.07812709411802285,235.03564274337398,55268.216193938715,0.6931471805599453,5.986452005284438,4,158404,0.002704,1.4142135623730951,19.949937343260004,0.5129970714585418
0.7,224,0.3,0.0026087,0.036438,0.65445,11.765,0.0026087,0.03643119468431,0.654164868074254,11.758172432833621,0.19086957506189928,94.0756216380988,8859.16924103069,-0.35667494393873245,5.4116460518550396,0.48999999999999994,50176,0.09,0.8366600265340756,14.966629547095765,0.574442516811659
0.6,224,0.052,0.0027939,0.30594,43.745,6255.4,0.0027939,0.30593219412279,43.74243574631968,6254.911137706597,0.5531113758754108,258.5027635883027,66829.89537967452,-0.5108256237659907,5.4116460518550396,0.36,50176,0.002704,0.7745966692414834,14.966629547095765,0.5129970714585418
0.3,398,0.052,3.0066e-4,0.0043488,0.083446,1.6023,3.0066e-4,0.0043487096035644,0.08344207752373319,1.6021996468612316,0.0659447465956493,290.9675098495134,84721.92533554754,-1.2039728043259361,5.986452005284438,0.09,158404,0.002704,0.5477225575051661,19.949937343260004,0.5129970714585418
0.9,224,0.052,0.0030541,0.35419,51.795,7575.8,0.0030541,0.35418067247319,51.7917548619374,7575.16727138404,0.5951308028267316,245.71028700111032,60386.868770096764,-0.10536051565782628,5.4116460518550396,0.81,50176,0.002704,0.9486832980505138,14.966629547095765,0.5129970714585418
0.8,224,0.3,0.0026816,0.037714,0.67549,12.112,0.0026816,0.037706809021439996,0.6751866369794562,12.104756051112263,0.19418241172011433,92.21342784425944,8513.663460469546,-0.2231435513142097,5.4116460518550396,0.6400000000000001,50176,0.09,0.8944271909999159,14.966629547095765,0.574442516811659
0.2,224,0.3,0.0024695,0.034818,0.67088,12.939,0.0024695,0.03481190156975,0.670622080967147,12.932374321259294,0.1865794778901206,103.24908904538778,10671.433755682565,-1.6094379124341003,5.4116460518550396,0.04000000000000001,50176,0.09,0.44721359549995793,14.966629547095765,0.574442516811659
3,398,0.052,4.0188e-4,0.0054492,0.091871,1.5565,4.0188e-4,0.0054490384924656,0.09186443035632529,1.5563523208105228,0.07381760286317621,228.38499788309454,52416.51780519172,1.0986122886681098,5.986452005284438,9,158404,0.002704,1.7320508075688772,19.949937343260004,0.5129970714585418
0.9,90,0.052,0.14184,870.19,7250000,60400000000,0.14184,870.1698814144,7249629.722458441,60395886745.04074,29.498642026615396,282.42930313883573,79762.59363990919,-0.10536051565782628,4.499809670330265,0.81,8100,0.002704,0.9486832980505138,9.486832980505138,0.5129970714585418
0.4,398,Inf,3.6977e-4,0.0064986,0.13933,2.988,3.6977e-4,0.0064984632701471,0.1393227911391512,2.9877939251148597,0.08061304652565303,265.95377762244834,70750.46567148053,-0.916290731874155,5.986452005284438,0.16000000000000003,158404,Inf,0.6324555320336759,19.949937343260004,1
0.2,90,0.3,0.077985,0.25598,2.0965,20.849,0.077985,0.24989833977499998,2.037560755645293,20.204247530533095,0.4998983294380968,16.31043376790339,323.5310288879969,-1.6094379124341003,4.499809670330265,0.04000000000000001,8100,0.09,0.44721359549995793,9.486832980505138,0.574442516811659
0.6,90,0.052,0.12946,718.16,5720000,45600000000,0.12946,718.1432401083999,5719721.085358671,45597038027.41686,26.798194717338703,297.20645411246204,88412.66432851259,-0.5108256237659907,4.499809670330265,0.36,8100,0.002704,0.7745966692414834,9.486832980505138,0.5129970714585418
1.5,90,0.3,0.13678,1.8254,32.833,609.03,0.13678,1.8066912316,32.0890833346835,591.270264900979,1.344132148116397,13.213911867920626,181.14158569033964,0.4054651081081644,4.499809670330265,2.25,8100,0.09,1.224744871391589,9.486832980505138,0.574442516811659
0.1,90,0.052,0.10464,160.15,699000,3070000000,0.10464,160.1390504704,698949.7280035176,3069707437.0810432,12.654605899450209,344.9054577144345,119702.29809213536,-2.3025850929940455,4.499809670330265,0.010000000000000002,8100,0.002704,0.31622776601683794,9.486832980505138,0.5129970714585418
3,90,0.052,0.15538,1044.3,9140000,80000000000,0.15538,1044.2758570556,9139513.21750066,79994319458.47311,32.315257341627344,270.83214474140516,73354.82291277326,1.0986122886681098,4.499809670330265,9,8100,0.002704,1.7320508075688772,9.486832980505138,0.5129970714585418
2,224,0.052,0.0036347,0.44512,65.387,9610.5,0.0036347,0.44510678895591,65.38214646304436,9609.549386766876,0.6671632401113763,220.17238483779917,48503.668424188654,0.6931471805599453,5.4116460518550396,4,50176,0.002704,1.4142135623730951,14.966629547095765,0.5129970714585418
0.05,90,0.052,0.087868,0.53449,22.205,1567.9,0.087868,0.526769214576,22.06546311798727,1560.120145504025,0.7257886845191237,57.7141718120672,5622.342170311882,-2.995732273553991,4.499809670330265,0.0025000000000000005,8100,0.002704,0.22360679774997896,9.486832980505138,0.5129970714585418
0.4,90,0.3,0.080957,0.39996,4.3303,53.618,0.080957,0.393405964151,4.234222505000456,52.23132685851127,0.6272208256674837,17.15980177150799,337.480884942997,-0.916290731874155,4.499809670330265,0.16000000000000003,8100,0.09,0.6324555320336759,9.486832980505138,0.574442516811659
0.9,398,0.052,3.4145e-4,0.0050555,0.094083,1.7522,3.4145e-4,0.0050553834118975,0.09407782147819302,1.7520715049750262,0.071101219482492,261.731565883383,68555.7092670268,-0.10536051565782628,5.986452005284438,0.81,158404,0.002704,0.9486832980505138,19.949937343260004,0.5129970714585418
3,90,0.3,0.16433,2.3317,44.516,887.79,0.16433,2.3046956511000003,43.37537046630947,858.9043514174022,1.5181224097878274,12.397177621036944,161.70283658555852,1.0986122886681098,4.499809670330265,9,8100,0.09,1.7320508075688772,9.486832980505138,0.574442516811659
0.05,224,Inf,0.0015338,2.5653e-4,3.0407e-4,5.4466e-4,0.0015338,2.5417745756e-4,3.028968195171889e-4,5.42798074118905e-4,0.015942943817250314,74.74620819701904,8401.6432281405,-2.995732273553991,5.4116460518550396,0.0025000000000000005,50176,Inf,0.22360679774997896,14.966629547095765,1
0.05,224,0.3,0.0013538,1.0303e-4,5.14e-5,4.16e-5,0.0013538,1.0119722556e-4,5.0986516378073746e-5,4.1322781627316875e-5,0.010059683173937437,50.084394894188634,4035.081734884126,-2.995732273553991,5.4116460518550396,0.0025000000000000005,50176,0.09,0.22360679774997896,14.966629547095765,0.574442516811659
0.6,224,Inf,0.0029171,0.044317,0.85282,16.431,0.0029171,0.044308490527590005,0.852432218283864,16.4210512175805,0.21049582068912914,91.39647020067149,8364.250781960329,-0.5108256237659907,5.4116460518550396,0.36,50176,Inf,0.7745966692414834,14.966629547095765,1
1.5,224,Inf,0.0037031,0.06091,1.1829,22.99,0.0037031,0.06089628705039,1.1822234340978475,22.972483423010427,0.24677173065485034,78.67075952055127,6194.786158024543,0.4054651081081644,5.4116460518550396,2.25,50176,Inf,1.224744871391589,14.966629547095765,1
